date,EVENT_TYPE,COUNTRY,ADM_LEVEL_1,ADM_LEVEL_2,FATALITIES
13/03/2015,Battle-No change of territory,South Sudan,Upper Nile,Manyo,0
13/03/2015,Violence against civilians,South Sudan,Upper Nile,Melut,2
14/03/2015,Battle-No change of territory,South Sudan,Eastern Equatoria,Torit,0
14/03/2015,Battle-No change of territory,South Sudan,Eastern Equatoria,Torit,2
15/03/2015,Battle-No change of territory,South Sudan,Lakes,Rumbek Centre,90
15/03/2015,Battle-No change of territory,South Sudan,Upper Nile,Manyo,0
15/03/2015,Battle-Non-state actor overtakes territory,South Sudan,Upper Nile,Melut,0
15/03/2015,Battle-Non-state actor overtakes territory,South Sudan,Upper Nile,Malakal,72
15/03/2015,Battle-No change of territory,South Sudan,Warrap,,3
16/03/2015,Violence against civilians,South Sudan,Central Equatoria,Juba,10
16/03/2015,Battle-No change of territory,South Sudan,Jonglei,,0
16/03/2015,Battle-No change of territory,South Sudan,Lakes,Rumbek Centre,5
16/03/2015,Battle-Government regains territory,South Sudan,Upper Nile,Malakal,72
17/03/2015,Riots/Protests,South Sudan,Jonglei,Pibor,0
17/03/2015,Battle-No change of territory,South Sudan,Unity,Rubkona,13
17/03/2015,Battle-No change of territory,South Sudan,Unity,Rubkona,0
17/03/2015,Remote violence,South Sudan,Upper Nile,Renk,0
19/03/2015,Riots/Protests,South Sudan,Northern Bahr el Ghazal,Aweil West,0
19/03/2015,Remote violence,South Sudan,Unity,Mayendit,7
21/03/2015,Non-violent activity by a conflict actor,South Sudan,Jonglei,Bor South,0
21/03/2015,Battle-No change of territory,South Sudan,Unity,Mayom,0
23/03/2015,Non-violent activity by a conflict actor,South Sudan,Central Equatoria,Terekeka,2
23/03/2015,Battle-No change of territory,South Sudan,Central Equatoria,Terekeka,2
23/03/2015,Riots/Protests,South Sudan,Eastern Equatoria,Kapoeta North,7
23/03/2015,Violence against civilians,South Sudan,Equatoria,Eastern Equatoria,0
23/03/2015,Battle-No change of territory,South Sudan,Northern Bahr el Ghazal,Aweil South,1
23/03/2015,Battle-No change of territory,South Sudan,Unity,Guit,8
23/03/2015,Battle-No change of territory,South Sudan,Unity,Rubkona,0
23/03/2015,Remote violence,South Sudan,Unity,Rubkona,0
23/03/2015,Remote violence,South Sudan,Western Bahr el Ghazal,Raga,1
24/03/2015,Battle-No change of territory,South Sudan,Central Equatoria,Juba,1
24/03/2015,Violence against civilians,South Sudan,Central Equatoria,Juba,0
24/03/2015,Battle-No change of territory,South Sudan,Unity,Rubkona,7
25/03/2015,Battle-No change of territory,South Sudan,Jonglei,Ayod,52
25/03/2015,Battle-No change of territory,South Sudan,Upper Nile,Manyo,10
26/03/2015,Battle-No change of territory,South Sudan,Jonglei,Ayod,51
27/03/2015,Battle-Non-state actor overtakes territory,South Sudan,Jonglei,Ayod,51
27/03/2015,Battle-No change of territory,South Sudan,Jonglei,Pibor,5
28/03/2015,Violence against civilians,South Sudan,Equatoria,Central Equatoria,9
29/03/2015,Battle-No change of territory,South Sudan,Unity,Rubkona,0
30/03/2015,Violence against civilians,South Sudan,Central Equatoria,Juba,1
30/03/2015,Riots/Protests,South Sudan,Jonglei,Bor South,0
30/03/2015,Violence against civilians,South Sudan,Unity,Rubkona,0
31/03/2015,Battle-No change of territory,South Sudan,Upper Nile,Panyikang,14
1/4/2015,Non-violent activity by a conflict actor,South Sudan,Central Equatoria,Juba,0
1/4/2015,Violence against civilians,South Sudan,Lakes,Rumbek Centre,2
1/4/2015,Battle-No change of territory,South Sudan,Upper Nile,Malakal,13
1/4/2015,Battle-No change of territory,South Sudan,Upper Nile,Malakal,0
4/4/2015,Battle-No change of territory,South Sudan,Warrap,Gogrial East,2
5/4/2015,Battle-No change of territory,South Sudan,Lakes,Rumbek Centre,6
5/4/2015,Battle-No change of territory,South Sudan,Lakes,Rumbek Centre,156
5/4/2015,Battle-No change of territory,South Sudan,Upper Nile,Baliet,0
5/4/2015,Remote violence,South Sudan,Upper Nile,Fashoda,2
6/4/2015,Non-violent activity by a conflict actor,South Sudan,Northern Bahr el Ghazal,Aweil West,0
6/4/2015,Violence against civilians,South Sudan,Upper Nile,Malakal,2
6/4/2015,Violence against civilians,South Sudan,Warrap,Gogrial West,6
7/4/2015,Riots/Protests,South Sudan,Upper Nile,Baliet,0
7/4/2015,Remote violence,South Sudan,Western Bahr el Ghazal,Raga,0
7/4/2015,Battle-No change of territory,South Sudan,Western Equatoria,Maridi,0
8/4/2015,Battle-No change of territory,South Sudan,Jonglei,Bor South,0
8/4/2015,Battle-No change of territory,South Sudan,Lakes,Awerial,0
8/4/2015,Remote violence,South Sudan,Northern Bahr el Ghazal,Aweil West,2
8/4/2015,Remote violence,South Sudan,Warrap,Twic,0
8/4/2015,Remote violence,South Sudan,Western Bahr el Ghazal,Raga,0
9/4/2015,Remote violence,South Sudan,Northern Bahr el Ghazal,Aweil West,2
13/04/2015,Battle-No change of territory,South Sudan,Central Equatoria,Juba,3
14/04/2015,Violence against civilians,South Sudan,Central Equatoria,Juba,2
14/04/2015,Battle-No change of territory,South Sudan,Upper Nile,Malakal,2
14/04/2015,Riots/Protests,South Sudan,Warrap,Gogrial West,0
16/04/2015,Non-violent activity by a conflict actor,South Sudan,Upper Nile,Malakal,0
17/04/2015,Battle-No change of territory,South Sudan,Jonglei,Bor South,0
17/04/2015,Violence against civilians,South Sudan,Jonglei,Duk,1
17/04/2015,Battle-No change of territory,South Sudan,Upper Nile,Malakal,0
18/04/2015,Violence against civilians,South Sudan,Central Equatoria,Juba,0
18/04/2015,Violence against civilians,South Sudan,Eastern Equatoria,Torit,6
20/04/2015,Non-violent activity by a conflict actor,South Sudan,Upper Nile,,0
21/04/2015,Battle-No change of territory,South Sudan,Jonglei,Nyirol,28
21/04/2015,Battle-No change of territory,South Sudan,Jonglei,Akobo,2
21/04/2015,Battle-No change of territory,South Sudan,Upper Nile,Malakal,2
22/04/2015,Battle-No change of territory,South Sudan,Upper Nile,Malakal,12
23/04/2015,Riots/Protests,South Sudan,Northern Bahr el Ghazal,Aweil West,0
23/04/2015,Battle-No change of territory,South Sudan,Upper Nile,Malakal,0
23/04/2015,Remote violence,South Sudan,Upper Nile,Malakal,0
24/04/2015,Non-violent activity by a conflict actor,South Sudan,Jonglei,Bor South,0
26/04/2015,Battle-No change of territory,South Sudan,Unity,Guit,5
26/04/2015,Battle-No change of territory,South Sudan,Unity,Pariang,2
26/04/2015,Battle-No change of territory,South Sudan,Unity,Mayom,0
26/04/2015,Battle-No change of territory,South Sudan,Unity,Rubkona,0
27/04/2015,Violence against civilians,South Sudan,Lakes,Rumbek Centre,1
27/04/2015,Battle-Government regains territory,South Sudan,Unity,Guit,5
27/04/2015,Battle-Government regains territory,South Sudan,Unity,Mayom,0
27/04/2015,Battle-No change of territory,South Sudan,Unity,Rubkona,0
27/04/2015,Battle-No change of territory,South Sudan,Unity,Pariang,1
27/04/2015,Battle-No change of territory,South Sudan,Upper Nile,Renk,0
27/04/2015,Battle-No change of territory,South Sudan,Upper Nile,Baliet,0
27/04/2015,Battle-No change of territory,South Sudan,Upper Nile,Renk,0
28/04/2015,Battle-No change of territory,South Sudan,Unity,Rubkona,0
29/04/2015,Violence against civilians,South Sudan,Lakes,Rumbek Centre,2
29/04/2015,Battle-No change of territory,South Sudan,Unity,Rubkona,0
29/04/2015,Violence against civilians,South Sudan,Unity,Rubkona,15
29/04/2015,Battle-No change of territory,South Sudan,Upper Nile,Renk,0
30/04/2015,Battle-No change of territory,South Sudan,Unity,Rubkona,0
30/04/2015,Violence against civilians,South Sudan,Unity,Rubkona,15
30/04/2015,Battle-No change of territory,South Sudan,Upper Nile,Renk,0
1/1/2015,Battle-Government regains territory,Sudan,Darfur,North Darfur,50
1/1/2015,Battle-No change of territory,Sudan,Darfur,North Darfur,12
1/1/2015,Remote violence,Sudan,Darfur,North Darfur,7
1/1/2015,Violence against civilians,Sudan,Darfur,West Darfur,0
1/1/2015,Violence against civilians,Sudan,Darfur,North Darfur,0
1/1/2015,Violence against civilians,Sudan,Darfur,North Darfur,0
1/1/2015,Violence against civilians,Sudan,Darfur,North Darfur,0
1/1/2015,Violence against civilians,Sudan,Darfur,North Darfur,0
2/1/2015,Violence against civilians,Sudan,Darfur,North Darfur,0
2/1/2015,Violence against civilians,Sudan,Darfur,North Darfur,9
3/1/2015,Battle-No change of territory,Sudan,Darfur,North Darfur,0
4/1/2015,Violence against civilians,Sudan,Darfur,North Darfur,1
5/1/2015,Battle-No change of territory,Sudan,Darfur,South Darfur,1
5/1/2015,Violence against civilians,Sudan,Darfur,North Darfur,6
5/1/2015,Violence against civilians,Sudan,Darfur,North Darfur,0
6/1/2015,Battle-No change of territory,Sudan,Darfur,South Darfur,2
6/1/2015,Remote violence,Sudan,Darfur,North Darfur,0
6/1/2015,Battle-No change of territory,Sudan,Kordofan,South Kordofan,10
6/1/2015,Remote violence,Sudan,Kordofan,South Kordufan,0
7/1/2015,Riots/Protests,Sudan,Blue Nile,White Nile,0
7/1/2015,Battle-No change of territory,Sudan,Darfur,West Darfur,0
7/1/2015,Violence against civilians,Sudan,Darfur,North Darfur,10
7/1/2015,Violence against civilians,Sudan,Darfur,North Darfur,0
7/1/2015,Remote violence,Sudan,Kordofan,South Kordufan,0
7/1/2015,Remote violence,Sudan,Kordofan,South Kordufan,1
8/1/2015,Remote violence,Sudan,Darfur,North Darfur,1
8/1/2015,Violence against civilians,Sudan,Darfur,North Darfur,0
8/1/2015,Violence against civilians,Sudan,Darfur,North Darfur,0
8/1/2015,Remote violence,Sudan,Kordofan,South Kordufan,0
9/1/2015,Battle-No change of territory,Sudan,Kordofan,South Kordufan,13
9/1/2015,Battle-No change of territory,Sudan,Kordofan,South Kordufan,11
10/1/2015,Battle-No change of territory,Sudan,Blue Nile,Blue Nile,4
11/1/2015,Remote violence,Sudan,Darfur,North Darfur,3
11/1/2015,Violence against civilians,Sudan,Darfur,West Darfur,1
11/1/2015,Violence against civilians,Sudan,Darfur,North Darfur,4
11/1/2015,Battle-No change of territory,Sudan,Kordofan,South Kordufan,11
12/1/2015,Remote violence,Sudan,Blue Nile,Blue Nile,1
12/1/2015,Battle-No change of territory,Sudan,Darfur,North Darfur,0
12/1/2015,Battle-No change of territory,Sudan,Darfur,North Darfur,0
12/1/2015,Violence against civilians,Sudan,Darfur,North Darfur,1
12/1/2015,Violence against civilians,Sudan,Darfur,North Darfur,0
12/1/2015,Battle-Government regains territory,Sudan,Kordofan,South Kordufan,41
13/01/2015,Remote violence,Sudan,Blue Nile,Blue Nile,1
13/01/2015,Battle-Government regains territory,Sudan,Darfur,North Darfur,31
13/01/2015,Battle-No change of territory,Sudan,Darfur,South Darfur,0
13/01/2015,Battle-No change of territory,Sudan,Darfur,West Darfur,3
13/01/2015,Violence against civilians,Sudan,Darfur,North Darfur,3
13/01/2015,Violence against civilians,Sudan,Darfur,North Darfur,2
14/01/2015,Battle-No change of territory,Sudan,Darfur,West Darfur,2
14/01/2015,Violence against civilians,Sudan,Darfur,South Darfur,0
14/01/2015,Violence against civilians,Sudan,Darfur,North Darfur,0
14/01/2015,Violence against civilians,Sudan,Darfur,North Darfur,0
14/01/2015,Violence against civilians,Sudan,Darfur,North Darfur,0
14/01/2015,Violence against civilians,Sudan,Darfur,South Darfur,0
14/01/2015,Battle-Non-state actor overtakes territory,Sudan,Kordofan,South Kordufan,115
15/01/2015,Violence against civilians,Sudan,Darfur,North Darfur,3
15/01/2015,Violence against civilians,Sudan,Darfur,South Darfur,0
15/01/2015,Violence against civilians,Sudan,Darfur,North Darfur,0
15/01/2015,Violence against civilians,Sudan,Darfur,North Darfur,2
16/01/2015,Riots/Protests,Sudan,Bahr el Ghazal,Warap,0
16/01/2015,Battle-No change of territory,Sudan,Darfur,North Darfur,22
16/01/2015,Non-violent activity by a conflict actor,Sudan,Darfur,West Darfur,0
16/01/2015,Violence against civilians,Sudan,Darfur,North Darfur,1
16/01/2015,Violence against civilians,Sudan,Darfur,North Darfur,0
16/01/2015,Riots/Protests,Sudan,Khartoum,Khartoum,0
16/01/2015,Battle-Non-state actor overtakes territory,Sudan,Kordofan,South Kordufan,5
16/01/2015,Battle-Non-state actor overtakes territory,Sudan,Kordofan,South Kordufan,5
18/01/2015,Violence against civilians,Sudan,Darfur,West Darfur,2
18/01/2015,Violence against civilians,Sudan,Darfur,North Darfur,0
18/01/2015,Violence against civilians,Sudan,Darfur,South Darfur,1
18/01/2015,Violence against civilians,Sudan,Darfur,North Darfur,0
19/01/2015,Battle-No change of territory,Sudan,Darfur,North Darfur,1
19/01/2015,Battle-No change of territory,Sudan,Darfur,West Darfur,1
19/01/2015,Riots/Protests,Sudan,Darfur,North Darfur,0
19/01/2015,Riots/Protests,Sudan,Darfur,South Darfur,0
19/01/2015,Violence against civilians,Sudan,Darfur,North Darfur,0
19/01/2015,Violence against civilians,Sudan,Darfur,North Darfur,0
19/01/2015,Violence against civilians,Sudan,Darfur,North Darfur,2
19/01/2015,Violence against civilians,Sudan,Darfur,North Darfur,2
19/01/2015,Violence against civilians,Sudan,Darfur,West Darfur,0
19/01/2015,Non-violent activity by a conflict actor,Sudan,Khartoum,Khartoum,0
20/01/2015,Violence against civilians,Sudan,Blue Nile,White Nile,0
20/01/2015,Violence against civilians,Sudan,Darfur,North Darfur,1
20/01/2015,Violence against civilians,Sudan,Darfur,South Darfur,0
20/01/2015,Violence against civilians,Sudan,Darfur,South Darfur,0
20/01/2015,Violence against civilians,Sudan,Darfur,West Darfur,0
20/01/2015,Remote violence,Sudan,Kordofan,South Kordufan,0
20/01/2015,Remote violence,Sudan,Kordofan,South Kordufan,0
21/01/2015,Battle-Non-state actor overtakes territory,Sudan,Kordofan,South Kordufan,0
21/01/2015,Remote violence,Sudan,Kordofan,South Kordufan,0
22/01/2015,Battle-No change of territory,Sudan,Darfur,South Darfur,0
22/01/2015,Remote violence,Sudan,Darfur,South Darfur,12
23/01/2015,Violence against civilians,Sudan,Darfur,North Darfur,0
24/01/2015,Battle-No change of territory,Sudan,Darfur,Central Darfur,72
24/01/2015,Non-violent activity by a conflict actor,Sudan,Darfur,West Darfur,0
24/01/2015,Remote violence,Sudan,Darfur,South Darfur,0
24/01/2015,Remote violence,Sudan,Darfur,Central Darfur,0
24/01/2015,Violence against civilians,Sudan,Darfur,Central Darfur,5
24/01/2015,Violence against civilians,Sudan,Darfur,West Darfur,0
24/01/2015,Violence against civilians,Sudan,Darfur,North Darfur,1
24/01/2015,Remote violence,Sudan,Kordofan,South Kordufan,3
25/01/2015,Battle-No change of territory,Sudan,Darfur,Central Darfur,26
25/01/2015,Non-violent activity by a conflict actor,Sudan,Darfur,North Darfur,0
25/01/2015,Remote violence,Sudan,Darfur,South Darfur,0
25/01/2015,Remote violence,Sudan,Darfur,Central Darfur,0
25/01/2015,Violence against civilians,Sudan,Darfur,Central Darfur,0
25/01/2015,Violence against civilians,Sudan,Darfur,North Darfur,1
25/01/2015,Violence against civilians,Sudan,Darfur,North Darfur,1
25/01/2015,Remote violence,Sudan,Kordofan,South Kordufan,3
26/01/2015,Battle-No change of territory,Sudan,Darfur,North Darfur,3
26/01/2015,Non-violent activity by a conflict actor,Sudan,Darfur,North Darfur,0
26/01/2015,Non-violent activity by a conflict actor,Sudan,Darfur,North Darfur,0
26/01/2015,Remote violence,Sudan,Darfur,Central Darfur,1
26/01/2015,Riots/Protests,Sudan,Darfur,South Darfur,0
26/01/2015,Violence against civilians,Sudan,Darfur,North Darfur,0
26/01/2015,Battle-No change of territory,Sudan,Kordofan,West Kurdufan,7
26/01/2015,Non-violent activity by a conflict actor,Sudan,Kordofan,South Kordofan,0
26/01/2015,Non-violent activity by a conflict actor,Sudan,Kordofan,South Kordufan,0
26/01/2015,Violence against civilians,Sudan,Kordofan,South Kordofan,0
27/01/2015,Remote violence,Sudan,Darfur,South Darfur,0
27/01/2015,Remote violence,Sudan,Darfur,Central Darfur,0
27/01/2015,Remote violence,Sudan,Darfur,West Darfur,1
27/01/2015,Violence against civilians,Sudan,Darfur,North Darfur,1
28/01/2015,Remote violence,Sudan,Darfur,West Darfur,0
28/01/2015,Non-violent activity by a conflict actor,Sudan,Kordofan,South Kordufan,0
28/01/2015,Violence against civilians,Sudan,Kordofan,West Kurdufan,0
29/01/2015,Non-violent activity by a conflict actor,Sudan,Darfur,West Darfur,0
29/01/2015,Remote violence,Sudan,Darfur,South Darfur,0
29/01/2015,Violence against civilians,Sudan,Darfur,South Darfur,2
29/01/2015,Riots/Protests,Sudan,Kordofan,West Kurdufan,0
30/01/2015,Battle-No change of territory,Sudan,Darfur,West Darfur,5
30/01/2015,Violence against civilians,Sudan,Darfur,South Darfur,2
30/01/2015,Violence against civilians,Sudan,Darfur,South Darfur,1
30/01/2015,Remote violence,Sudan,Kordofan,South Kordufan,0
31/01/2015,Violence against civilians,Sudan,Blue Nile,White Nile,1
31/01/2015,Battle-No change of territory,Sudan,Darfur,North Darfur,0
31/01/2015,Riots/Protests,Sudan,Darfur,West Darfur,0
31/01/2015,Violence against civilians,Sudan,Darfur,South Darfur,0
31/01/2015,Violence against civilians,Sudan,Darfur,North Darfur,0
31/01/2015,Riots/Protests,Sudan,Kordofan,West Kurdufan,0
1/2/2015,Remote violence,Sudan,Darfur,Central Darfur,0
1/2/2015,Violence against civilians,Sudan,Darfur,South Darfur,4
1/2/2015,Violence against civilians,Sudan,Darfur,North Darfur,5
1/2/2015,Violence against civilians,Sudan,Darfur,North Darfur,1
1/2/2015,Battle-No change of territory,Sudan,Kordofan,South Kordufan,15
1/2/2015,Remote violence,Sudan,Kordofan,South Kordufan,0
1/2/2015,Riots/Protests,Sudan,Kordofan,West Kurdufan,0
2/2/2015,Riots/Protests,Sudan,Bahr el Ghazal,West Bahr-al-Ghazal,0
2/2/2015,Battle-No change of territory,Sudan,Darfur,South Darfur,9
2/2/2015,Violence against civilians,Sudan,Darfur,North Darfur,1
2/2/2015,Violence against civilians,Sudan,Darfur,North Darfur,15
2/2/2015,Violence against civilians,Sudan,Darfur,South Darfur,0
2/2/2015,Violence against civilians,Sudan,Khartoum,Khartoum,1
3/2/2015,Remote violence,Sudan,Kordofan,South Kordufan,3
4/2/2015,Violence against civilians,Sudan,Darfur,North Darfur,0
4/2/2015,Violence against civilians,Sudan,Darfur,North Darfur,0
4/2/2015,Violence against civilians,Sudan,Darfur,North Darfur,1
4/2/2015,Violence against civilians,Sudan,Darfur,North Darfur,0
4/2/2015,Violence against civilians,Sudan,Khartoum,Khartoum,0
4/2/2015,Riots/Protests,Sudan,Kordofan,West Kurdufan,0
4/2/2015,Riots/Protests,Sudan,Northern,River Nile,0
5/2/2015,Non-violent activity by a conflict actor,Sudan,Darfur,North Darfur,0
7/2/2015,Violence against civilians,Sudan,Darfur,North Darfur,0
7/2/2015,Violence against civilians,Sudan,Darfur,North Darfur,7
7/2/2015,Violence against civilians,Sudan,Kordofan,South Kordufan,2
8/2/2015,Violence against civilians,Sudan,Blue Nile,Blue Nile,3
8/2/2015,Remote violence,Sudan,Darfur,South Darfur,3
8/2/2015,Riots/Protests,Sudan,Darfur,West Darfur,0
8/2/2015,Riots/Protests,Sudan,Darfur,West Darfur,0
8/2/2015,Riots/Protests,Sudan,Darfur,South Darfur,0
8/2/2015,Violence against civilians,Sudan,Darfur,North Darfur,0
9/2/2015,Battle-No change of territory,Sudan,Blue Nile,Blue Nile,4
9/2/2015,Battle-No change of territory,Sudan,Blue Nile,Blue Nile,4
9/2/2015,Battle-No change of territory,Sudan,Darfur,West Darfur,9
9/2/2015,Violence against civilians,Sudan,Darfur,South Darfur,0
9/2/2015,Violence against civilians,Sudan,Darfur,West Darfur,0
10/2/2015,Battle-No change of territory,Sudan,Darfur,North Darfur,2
11/2/2015,Battle-No change of territory,Sudan,Darfur,North Darfur,1
11/2/2015,Non-violent activity by a conflict actor,Sudan,Darfur,North Darfur,0
12/2/2015,Non-violent activity by a conflict actor,Sudan,Blue Nile,Sennar,0
12/2/2015,Violence against civilians,Sudan,Darfur,North Darfur,0
13/02/2015,Riots/Protests,Sudan,Khartoum,Khartoum,0
15/02/2015,Remote violence,Sudan,Darfur,North Darfur,0
15/02/2015,Remote violence,Sudan,Darfur,West Darfur,1
15/02/2015,Riots/Protests,Sudan,Khartoum,Khartoum,0
15/02/2015,Violence against civilians,Sudan,Kordofan,South Kordufan,0
15/02/2015,Remote violence,Sudan,Kordofan,South Kordofan,0
16/02/2015,Battle-No change of territory,Sudan,Darfur,Central Darfur,0
16/02/2015,Violence against civilians,Sudan,Darfur,South Darfur,0
16/02/2015,Riots/Protests,Sudan,Khartoum,Khartoum,0
16/02/2015,Riots/Protests,Sudan,Khartoum,Khartoum,0
17/02/2015,Remote violence,Sudan,Blue Nile,Blue Nile,1
17/02/2015,Violence against civilians,Sudan,Kordofan,West Kurdufan,1
18/02/2015,Remote violence,Sudan,Blue Nile,Blue Nile,0
18/02/2015,Battle-No change of territory,Sudan,Darfur,Central Darfur,14
18/02/2015,Riots/Protests,Sudan,Khartoum,Khartoum,0
19/02/2015,Remote violence,Sudan,Blue Nile,Blue Nile,0
19/02/2015,Violence against civilians,Sudan,Blue Nile,Blue Nile,0
19/02/2015,Battle-No change of territory,Sudan,Darfur,Central Darfur,9
19/02/2015,Remote violence,Sudan,Darfur,North Darfur,2
19/02/2015,Riots/Protests,Sudan,Khartoum,Khartoum,0
21/02/2015,Violence against civilians,Sudan,Kordofan,West Kurdufan,3
22/02/2015,Battle-No change of territory,Sudan,Darfur,South Darfur,2
22/02/2015,Violence against civilians,Sudan,Darfur,West Darfur,0
22/02/2015,Violence against civilians,Sudan,Darfur,North Darfur,1
22/02/2015,Violence against civilians,Sudan,Darfur,South Darfur,2
23/02/2015,Violence against civilians,Sudan,Darfur,North Darfur,0
23/02/2015,Violence against civilians,Sudan,Kassala,Kassala,1
23/02/2015,Riots/Protests,Sudan,Khartoum,Khartoum,0
23/02/2015,Violence against civilians,Sudan,Khartoum,Khartoum,0
24/02/2015,Battle-No change of territory,Sudan,Darfur,North Darfur,0
24/02/2015,Riots/Protests,Sudan,Khartoum,Khartoum,0
24/02/2015,Battle-Non-state actor overtakes territory,Sudan,Kordofan,South Kordufan,10
24/02/2015,Violence against civilians,Sudan,Kordofan,South Kordufan,1
26/02/2015,Remote violence,Sudan,Darfur,West Darfur,2
26/02/2015,Violence against civilians,Sudan,Darfur,North Darfur,0
26/02/2015,Violence against civilians,Sudan,Darfur,West Darfur,2
27/02/2015,Violence against civilians,Sudan,Darfur,Central Darfur,0
27/02/2015,Violence against civilians,Sudan,Darfur,North Darfur,4
27/02/2015,Battle-No change of territory,Sudan,Northern,River Nile,4
28/02/2015,Battle-Non-state actor overtakes territory,Sudan,Blue Nile,,0
28/02/2015,Violence against civilians,Sudan,Darfur,North Darfur,6
28/02/2015,Violence against civilians,Sudan,Darfur,South Darfur,0
28/02/2015,Violence against civilians,Sudan,Northern,Northern,0
1/3/2015,Remote violence,Sudan,Darfur,South Darfur,0
2/3/2015,Battle-No change of territory,Sudan,Darfur,West Darfur,3
2/3/2015,Non-violent activity by a conflict actor,Sudan,Darfur,North Darfur,0
2/3/2015,Violence against civilians,Sudan,Darfur,West Darfur,0
2/3/2015,Riots/Protests,Sudan,Khartoum,Khartoum,0
3/3/2015,Remote violence,Sudan,Blue Nile,Blue Nile,0
3/3/2015,Violence against civilians,Sudan,Darfur,Central Darfur,0
3/3/2015,Violence against civilians,Sudan,Darfur,Central Darfur,0
3/3/2015,Riots/Protests,Sudan,Khartoum,Khartoum,0
3/3/2015,Remote violence,Sudan,Kordofan,South Kordufan,0
3/3/2015,Violence against civilians,Sudan,Kordofan,South Kordufan,0
3/3/2015,Riots/Protests,Sudan,Northern,River Nile,0
4/3/2015,Battle-No change of territory,Sudan,Darfur,West Darfur,0
4/3/2015,Battle-No change of territory,Sudan,Darfur,West Darfur,1
4/3/2015,Violence against civilians,Sudan,Darfur,East Darfur,3
4/3/2015,Violence against civilians,Sudan,Darfur,East Darfur,1
4/3/2015,Violence against civilians,Sudan,Darfur,Central Darfur,0
5/3/2015,Battle-No change of territory,Sudan,Darfur,Central Darfur,1
5/3/2015,Violence against civilians,Sudan,Darfur,Central Darfur,0
5/3/2015,Violence against civilians,Sudan,Kordofan,West Kurdufan,5
6/3/2015,Remote violence,Sudan,Kordofan,South Kordofan,0
7/3/2015,Battle-No change of territory,Sudan,Darfur,North Darfur,2
7/3/2015,Violence against civilians,Sudan,Darfur,South Darfur,0
8/3/2015,Battle-No change of territory,Sudan,Darfur,Central Darfur,9
8/3/2015,Violence against civilians,Sudan,Darfur,South Darfur,2
8/3/2015,Violence against civilians,Sudan,Darfur,North Darfur,0
8/3/2015,Violence against civilians,Sudan,Darfur,West Darfur,0
8/3/2015,Violence against civilians,Sudan,Darfur,West Darfur,1
8/3/2015,Violence against civilians,Sudan,Darfur,West Darfur,0
8/3/2015,Riots/Protests,Sudan,Kordofan,West Kurdufan,0
8/3/2015,Riots/Protests,Sudan,Northern,Northern,0
9/3/2015,Battle-No change of territory,Sudan,Darfur,North Darfur,0
9/3/2015,Remote violence,Sudan,Kordofan,South Kordufan,0
10/3/2015,Battle-No change of territory,Sudan,Darfur,East Darfur,1
10/3/2015,Battle-No change of territory,Sudan,Darfur,North Darfur,0
10/3/2015,Riots/Protests,Sudan,Darfur,East Darfur,0
11/3/2015,Riots/Protests,Sudan,Blue Nile,White Nile,0
11/3/2015,Remote violence,Sudan,Kordofan,South Kordufan,0
12/3/2015,Violence against civilians,Sudan,Darfur,South Darfur,1
12/3/2015,Battle-No change of territory,Sudan,Kordofan,South Kordufan,30
12/3/2015,Battle-No change of territory,Sudan,Kordofan,South Kordufan,30
12/3/2015,Riots/Protests,Sudan,Kordofan,West Kurdufan,0
14/03/2015,Battle-Non-state actor overtakes territory,Sudan,Darfur,West Darfur,68
14/03/2015,Riots/Protests,Sudan,Kordofan,North Kurdufan,0
15/03/2015,Battle-No change of territory,Sudan,Darfur,North Darfur,1
15/03/2015,Battle-No change of territory,Sudan,Darfur,South Darfur,2
15/03/2015,Violence against civilians,Sudan,Darfur,North Darfur,0
15/03/2015,Violence against civilians,Sudan,Darfur,South Darfur,1
15/03/2015,Violence against civilians,Sudan,Darfur,Central Darfur,0
15/03/2015,Violence against civilians,Sudan,Darfur,North Darfur,9
15/03/2015,Violence against civilians,Sudan,Darfur,North Darfur,6
16/03/2015,Battle-No change of territory,Sudan,Darfur,South Darfur,0
16/03/2015,Riots/Protests,Sudan,Darfur,North Darfur,0
16/03/2015,Violence against civilians,Sudan,Darfur,West Darfur,1
16/03/2015,Violence against civilians,Sudan,Darfur,South Darfur,1
17/03/2015,Battle-No change of territory,Sudan,Darfur,North Darfur,15
17/03/2015,Violence against civilians,Sudan,Darfur,Central Darfur,0
17/03/2015,Violence against civilians,Sudan,Darfur,North Darfur,1
18/03/2015,Remote violence,Sudan,Darfur,South Darfur,5
18/03/2015,Violence against civilians,Sudan,Darfur,South Darfur,0
19/03/2015,Battle-No change of territory,Sudan,Darfur,North Darfur,6
19/03/2015,Battle-No change of territory,Sudan,Darfur,North Darfur,20
19/03/2015,Violence against civilians,Sudan,Darfur,South Darfur,5
20/03/2015,Battle-No change of territory,Sudan,Darfur,North Darfur,30
20/03/2015,Battle-No change of territory,Sudan,Darfur,North Darfur,5
21/03/2015,Battle-No change of territory,Sudan,Blue Nile,Blue Nile,12
21/03/2015,Battle-No change of territory,Sudan,Darfur,North Darfur,2
21/03/2015,Battle-No change of territory,Sudan,Darfur,South Darfur,19
21/03/2015,Violence against civilians,Sudan,Darfur,North Darfur,0
21/03/2015,Riots/Protests,Sudan,Northern,Northern,0
22/03/2015,Battle-No change of territory,Sudan,Darfur,North Darfur,0
