GWNO	EVENT_ID_CNTY	EVENT_ID_NO_CNTY	EVENT_DATE	YEAR	TIME_PRECISION	EVENT_TYPE	ACTOR1	ALLY_ACTOR_1	INTER1	ACTOR2	ALLY_ACTOR_2	INTER2	INTERACTION	COUNTRY	ADMIN1	ADMIN2	ADMIN3	LOCATION	LATITUDE	LONGITUDE	GEO_PRECISION	SOURCE	FATALITIES	latlong
520	16658SOM	84945	16/08/2015	2015	1	Battle-No change of territory	Military Forces of Somalia (2012-)		1	Al Shabaab		2	12	Somalia	Bakool	Rab Dhuure		Buur Dhuxunle	4.05523	43.24708	1	Local Source Project	0	"4.05523,43.24708"
520	16661SOM	84947	16/08/2015	2015	1	Battle-No change of territory	Westland State Militia (Somalia)		3	Gaaljecel Clan Militia (Somalia)		4	34	Somalia	Hiiraan	Belet Weyne		Belet Weyne	4.75000	45.20000	1	Local Source Project	0	"4.75,45.2"
520	16662SOM	84944	16/08/2015	2015	1	Battle-No change of territory	AMISOM: African Union Mission in Somalia (2007-) (Ethiopia)		8	Dhulbahante-Reer Abokor Sub-Clan Militia (Somalia)		4	48	Somalia	Togdheer	Buuhoodle		Buuhoodle	8.25160	46.31572	1	Local Source Project	0	"8.251603,46.315717"
520	16659SOM	84948	16/08/2015	2015	1	Non-violent transfer of territory	AMISOM: African Union Mission in Somalia (2007-) (Ethiopia)	Military Forces of Somalia (2012-)	8	Al Shabaab		2	28	Somalia	Hiiraan	Bulo Burto		Halgan	4.21173	45.56245	1	Local Source Project	0	"4.21173,45.56245"
520	16653SOM	84950	16/08/2015	2015	1	Riots/Protests	Protesters (Somalia)	HI: Hizbul Islam	6			0	60	Somalia	Jubbada Hoose	Badhaadhe		Kulbio	-1.15000	41.21667	1	Local Source Project	0	"-1.15,41.216667"
520	16654SOM	84951	16/08/2015	2015	1	Riots/Protests	Protesters (Somalia)	HI: Hizbul Islam	6			0	60	Somalia	Jubbada Hoose	Badhaadhe		Hoosingo	-0.17715	41.27701	1	Local Source Project	0	"-0.17715,41.27701"
520	16655SOM	84949	16/08/2015	2015	1	Riots/Protests	Protesters (Somalia)	HI: Hizbul Islam	6			0	60	Somalia	Jubbada Hoose	Afmadow		Dhobley	0.40627	41.01238	1	Local Source Project	0	"0.40627,41.01238"
520	16663SOM	84952	16/08/2015	2015	1	Riots/Protests	Protesters (Somalia)		6			0	60	Somalia	Togdheer	Buuhoodle		Buuhoodle	8.25160	46.31572	1	Local Source Project	0	"8.251603,46.315717"
520	16657SOM	84953	16/08/2015	2015	1	Violence against civilians	Military Forces of Somalia (2012-)		1	Civilians (Somalia)		7	17	Somalia	Shabeellaha Hoose	Afgooye		Cabdow Dibile	2.08640	45.07110	1	Local Source Project	1	"2.0864,45.0711"
520	16665SOM	84957	17/08/2015	2015	1	Battle-No change of territory	Government of Somalia (2012-)		1	Unidentified Armed Group (Somalia)		3	13	Somalia	Banaadir	Mogadisho		Wardhigley	2.05492	45.33000	1	Local Source Project	0	"2.054921,45.33"
520	16666SOM	84956	17/08/2015	2015	1	Battle-No change of territory	Military Forces of Somalia (2012-)		1	Al Shabaab		2	12	Somalia	Banaadir	Mogadisho		Heliwa	2.08438	45.39000	1	Local Source Project	0	"2.084381,45.39"
520	16667SOM	84955	17/08/2015	2015	1	Battle-No change of territory	Military Forces of Somalia (2012-)	Liyu Ethnic Militia (Ethiopia)	1	Al Shabaab		2	12	Somalia	Hiiraan	Belet Weyne		Ceelbaar	4.51090	44.81650	1	Local Source Project	13	"4.5109,44.8165"
520	16668SOM	84954	17/08/2015	2015	1	Battle-No change of territory	AMISOM: African Union Mission in Somalia (2007-) (Ethiopia)		8	Al Shabaab		2	28	Somalia	Hiiraan	Belet Weyne		Belet Weyne	4.75000	45.20000	2	Local Source Project	30	"4.75,45.2"
520	16664SOM	84958	17/08/2015	2015	1	Riots/Protests	Protesters (Somalia)	HI: Hizbul Islam	6			0	60	Somalia	Jubbada Hoose	Kismayo		Kismayo	-0.36029	42.54626	1	Local Source Project	0	"-0.36029,42.546261"
520	16669SOM	84959	17/08/2015	2015	1	Riots/Protests	Protesters (Somalia)		6	Police Forces of Somaliland (1991-)		1	16	Somalia	Sanaag	Ceel Afweyn		Ceel Afweyn	9.92925	47.21727	1	Local Source Project	0	"9.92925,47.21727"
520	16675SOM	84960	18/08/2015	2015	1	Battle-Government regains territory	Military Forces of Somalia (2012-)	AMISOM: African Union Mission in Somalia (2007-) (Ethiopia)	1	Al Shabaab		2	12	Somalia	Gedo	Luuq		Ceel Boon	3.72838	42.91011	1	Local Source Project	11	"3.728381,42.910111"
520	16672SOM	84961	18/08/2015	2015	1	Battle-No change of territory	Habar Gedir Clan Militia (Somalia)		4	Biyamal Clan Militia (Somalia)		4	44	Somalia	Shabeellaha Hoose	Marka		Marka	1.71305	44.76388	1	Local Source Project	3	"1.71305,44.76388"
520	16673SOM	84963	18/08/2015	2015	1	Battle-No change of territory	Military Forces of Somalia (2012-)		1	Al Shabaab		2	12	Somalia	Banaadir	Mogadisho		Daynile	2.07350	45.28000	1	Local Source Project	0	"2.073503,45.28"
520	16674SOM	84964	18/08/2015	2015	1	Battle-No change of territory	Military Forces of Somalia (2012-)		1	Al Shabaab		2	12	Somalia	Shabeellaha Hoose	Afgooye		Cumar Beerre	2.19890	45.05480	1	Local Source Project	0	"2.1989,45.0548"
520	16677SOM	84962	18/08/2015	2015	1	Battle-No change of territory	AMISOM: African Union Mission in Somalia (2007-) (Ethiopia)		8	Al Shabaab		2	28	Somalia	Hiiraan	Belet Weyne		Belet Weyne	4.75000	45.20000	2	Local Source Project	10	"4.75,45.2"
520	16671SOM	84965	18/08/2015	2015	1	Remote violence	AMISOM: African Union Mission in Somalia (2007-)		8	Al Shabaab		2	28	Somalia	Jubbada Hoose	Kismayo		Kismayo	-0.36029	42.54626	1	Local Source Project	1	"-0.36029,42.546261"
520	16676SOM	84966	18/08/2015	2015	1	Remote violence	AMISOM: African Union Mission in Somalia (2007-) (Ethiopia)		8	Al Shabaab		2	28	Somalia	Galguduud	Ceel Dheer		Messagit Mohamed Omar	3.83333	46.98333	1	Local Source Project	10	"3.83333,46.98333"
520	16678SOM	84967	18/08/2015	2015	1	Riots/Protests	Rioters (Somalia)	Warsangeli-Bihi-dor Sub-Clan Group (Somalia)	5	Rioters (Somalia)	Warsangeli-Reer Salah Sub-Clan Group (Somalia)	5	55	Somalia	Sanaag	Ceerigaabo		Xin-Galool	9.75306	48.30972	1	Local Source Project	0	"9.75306,48.30972"
520	16670SOM	84968	18/08/2015	2015	1	Violence against civilians	Al Shabaab		2	Civilians (Somalia)		7	27	Somalia	Jubbada Hoose	Kismayo		Golasha Matrooba	-0.54620	41.63980	1	Local Source Project	0	"-0.5462,41.6398"
520	16679SOM	84969	19/08/2015	2015	1	Battle-No change of territory	Military Forces of Jubaland (2013-)		1	Al Shabaab		2	12	Somalia	Jubbada Hoose	Kismayo		Gobo Kibir	-0.10000	42.36000	1	Local Source Project	3	"-0.1,42.36"
520	16681SOM	84970	19/08/2015	2015	1	Battle-No change of territory	Military Forces of Somalia (2012-)		1	Unidentified Armed Group (Somalia)		3	13	Somalia	Banaadir	Mogadisho		Karaan	2.06516	45.39000	1	Local Source Project	0	"2.06516,45.39"
520	16682SOM	84973	19/08/2015	2015	1	Battle-No change of territory	Military Forces of Somalia (2012-)		1	Al Shabaab		2	12	Somalia	Banaadir	Mogadisho		Yaaqshiid	2.06777	45.35000	1	Local Source Project	0	"2.067771,45.35"
520	16683SOM	84972	19/08/2015	2015	1	Battle-No change of territory	Military Forces of Somalia (2012-)		1	Al Shabaab		2	12	Somalia	Banaadir	Mogadisho		Daynile	2.07350	45.28000	1	Local Source Project	0	"2.073503,45.28"
520	16684SOM	84974	19/08/2015	2015	1	Battle-No change of territory	Military Forces of Somalia (2012-)		1	Al Shabaab		2	12	Somalia	Banaadir	Mogadisho		Heliwa	2.08438	45.39000	1	Local Source Project	0	"2.084381,45.39"
520	16685SOM	84971	19/08/2015	2015	1	Battle-No change of territory	Military Forces of Somalia (2012-)		1	Al Shabaab		2	12	Somalia	Shabeellaha Hoose	Afgooye		Rimaygacmeed	2.10049	45.10513	1	Local Source Project	0	"2.100492,45.105128"
520	16680SOM	84976	19/08/2015	2015	1	Violence against civilians	Unidentified Ethnic Militia (Somalia)		4	Civilians (Somalia)	Biyamal Clan Group (Somalia)	7	47	Somalia	Shabeellaha Hoose	Marka		Bulo Mareer	1.63335	44.52252	1	Local Source Project	1	"1.63335,44.52252"
520	16686SOM	84975	19/08/2015	2015	1	Violence against civilians	Unidentified Armed Group (Somalia)		3	Civilians (Somalia)	Government of Somalia (2012-)	7	37	Somalia	Gedo	Garbahaarey		Garbahaarey	3.32800	42.21988	1	Local Source Project	0	"3.328,42.219879"
520	16687SOM	84979	20/08/2015	2015	1	Battle-No change of territory	Military Forces of Jubaland (2013-)		1	Al Shabaab		2	12	Somalia	Jubbada Hoose	Afmadow		Afmadow	0.51720	42.07100	1	Baidoa News	10	"0.5172,42.071"
520	16688SOM	84977	20/08/2015	2015	1	Battle-No change of territory	Military Forces of Somalia (2012-)		1	Al Shabaab		2	12	Somalia	Gedo	Luuq		Ceel Xarare	3.69996	43.07842	1	Local Source Project	0	"3.69996,43.07842"
520	16689SOM	84980	20/08/2015	2015	1	Battle-No change of territory	AMISOM: African Union Mission in Somalia (2007-) (Ethiopia)	Military Forces of Somalia (2012-)	8	Al Shabaab		2	28	Somalia	Gedo	Luuq		Ceel Boon	3.72838	42.91011	1	Local Source Project	0	"3.728381,42.910111"
520	16690SOM	84978	20/08/2015	2015	1	Battle-No change of territory	AMISOM: African Union Mission in Somalia (2007-) (Ethiopia)	Military Forces of Somalia (2012-)	8	Al Shabaab		2	28	Somalia	Gedo	Luuq		Luuq	3.79999	42.54459	2	Local Source Project	50	"3.79999,42.54459"
520	16691SOM	84981	20/08/2015	2015	1	Battle-No change of territory	AMISOM: African Union Mission in Somalia (2007-) (Ethiopia)	Military Forces of Somalia (2012-)	8	Al Shabaab		2	28	Somalia	Hiiraan	Bulo Burto		Muqakoori	4.06161	46.13139	1	Local Source Project	0	"4.06161,46.13139"
520	16692SOM	84984	21/08/2015	2015	1	Battle-No change of territory	Military Forces of Jubaland (2013-)		1	Al Shabaab		2	12	Somalia	Jubbada Hoose	Kismayo		Abdi-Dhore	-0.32566	42.27988	1	Local Source Project	5	"-0.32566,42.27988"
520	16693SOM	84983	21/08/2015	2015	1	Battle-No change of territory	Police Forces of Somalia (2012-)		1	Al Shabaab		2	12	Somalia	Gedo	Luuq		Arilay	3.16760	43.06380	1	Local Source Project	12	"3.1676,43.0638"
520	16695SOM	84982	21/08/2015	2015	1	Battle-No change of territory	Military Forces of Somalia (2012-)		1	Al Shabaab		2	12	Somalia	Gedo	Garbahaarey		Geriley	3.22000	42.63000	1	Shabelle Media Network	20	"3.22,42.63"
520	16694SOM	84985	21/08/2015	2015	1	Battle-Non-state actor overtakes territory	Military Forces of Somalia (2012-)		1	Al Shabaab		2	12	Somalia	Gedo	Garbahaarey		Geriley	3.22000	42.63000	1	Local Source Project	1	"3.22,42.63"
520	16696SOM	84986	21/08/2015	2015	1	Violence against civilians	Military Forces of Somalia (2012-)		1	Civilians (Somalia)		7	17	Somalia	Gedo	Belet Xaawo		Belet Xaawo	3.78074	41.89431	1	Local Source Project	1	"3.78074,41.89431"
520	16697SOM	84987	22/08/2015	2015	1	Battle-No change of territory	AMISOM: African Union Mission in Somalia (2007-)	Military Forces of Jubaland (2013-)	8	Al Shabaab		2	28	Somalia	Jubbada Hoose	Kismayo		Kismayo	-0.36029	42.54626	1	Garoweonline	25	"-0.36029,42.546261"
520	16698SOM	84988	22/08/2015	2015	1	Non-violent transfer of territory	Military Forces of Somalia (2012-)	AMISOM: African Union Mission in Somalia (2007-) (Ethiopia)	1			0	10	Somalia	Bay	Diinsoor		Gurbaan	1.88657	43.18731	1	Local Source Project	0	"1.88657,43.18731"
520	16699SOM	84989	22/08/2015	2015	1	Remote violence	Military Forces of Somalia (2012-)	Police Forces of Somalia (2012-)	1	Unidentified Armed Group (Somalia)		3	13	Somalia	Banaadir	Mogadisho		Shangani	2.03611	45.34750	1	Local Source Project	4	"2.036111,45.3475"
520	16702SOM	84990	23/08/2015	2015	1	Battle-No change of territory	Military Forces of Somalia (2012-)		1	Al Shabaab		2	12	Somalia	Shabeellaha Hoose	Afgooye		Saabid	2.13110	45.03770	1	Local Source Project	2	"2.1311,45.0377"
520	16703SOM	84991	23/08/2015	2015	1	Battle-No change of territory	Military Forces of Somalia (2012-)		1	Al Shabaab		2	12	Somalia	Shabeellaha Hoose	Afgooye		Mayey	2.16141	45.02599	1	Local Source Project	2	"2.161411,45.025992"
520	16704SOM	84992	23/08/2015	2015	1	Battle-No change of territory	Military Forces of Somalia (2012-)		1	Military Forces of Somalia (2012-)		1	11	Somalia	Gedo	Belet Xaawo		Belet Xaawo	3.78074	41.89431	1	Local Source Project	1	"3.78074,41.89431"
520	16705SOM	84993	23/08/2015	2015	1	Remote violence	AMISOM: African Union Mission in Somalia (2007-) (Ethiopia)		8	Unidentified Armed Group (Somalia)		3	38	Somalia	Bakool	Radbure		Rab Dhuure	4.35351	43.16162	1	Local Source Project	2	"4.35351,43.16162"
520	16700SOM	84994	23/08/2015	2015	1	Violence against civilians	Military Forces of Jubaland (2013-)		1	Civilians (Somalia)		7	17	Somalia	Jubbada Hoose	Kismayo		Kismayo	-0.36029	42.54626	2	Shabelle Media Network	5	"-0.36029,42.546261"
520	16701SOM	84996	23/08/2015	2015	1	Violence against civilians	Biyamal Clan Militia (Somalia)		4	Civilians (Somalia)	Habar Gedir Sub-Clan Group (Somalia)	7	47	Somalia	Jubbada Hoose	Afmadow		Janaale	-0.01280	42.40320	1	Local Source Project	1	"-0.0128,42.4032"
520	16706SOM	84995	23/08/2015	2015	1	Violence against civilians	Al Shabaab		2	Civilians (Somalia)		7	27	Somalia	Hiiraan	Belet Weyne		Burjada-Cinta	4.71524	45.17249	1	Local Source Project	2	"4.71524,45.17249"
520	16707SOM	85001	24/08/2015	2015	1	Battle-No change of territory	Police Forces of Somalia (2012-)		1	Unidentified Armed Group (Somalia)		3	13	Somalia	Banaadir	Mogadisho		Hodan	2.04620	45.33407	1	Local Source Project	0	"2.046196,45.33407"
520	16711SOM	84997	24/08/2015	2015	1	Battle-No change of territory	Military Forces of Somalia (2012-)	AMISOM: African Union Mission in Somalia (2007-) (Ethiopia)	1	Al Shabaab		2	12	Somalia	Gedo	Garbahaarey		Garbahaarey	3.32800	42.21988	2	Local Source Project	4	"3.328,42.219879"
520	16712SOM	84998	24/08/2015	2015	1	Battle-No change of territory	AMISOM: African Union Mission in Somalia (2007-) (Ethiopia)		8	Al Shabaab		2	28	Somalia	Hiiraan	Belet Weyne		Bur Daar	4.18333	45.26667	1	Radio Al-Furqaan	0	"4.18333,45.26667"
520	16713SOM	85000	24/08/2015	2015	1	Battle-No change of territory	AMISOM: African Union Mission in Somalia (2007-) (Ethiopia)	Military Forces of Somalia (2012-)	8	Al Shabaab		2	28	Somalia	Hiiraan	Belet Weyne		Belet Weyne	4.75000	45.20000	2	Local Source Project	0	"4.75,45.2"
520	16715SOM	84999	24/08/2015	2015	1	Battle-No change of territory	Unidentified Armed Group (Somalia)		3	Unidentified Armed Group (Somalia)		3	33	Somalia	Nugaal	Garowe		Garowe	8.40635	48.48188	1	Local Source Project	0	"8.40635,48.48188"
520	16708SOM	85002	24/08/2015	2015	1	Battle-Non-state actor overtakes territory	Military Forces of Somalia (2012-)		1	Al Shabaab		2	12	Somalia	Shabeellaha Hoose	Afgooye		Saabid	2.13110	45.03770	1	Local Source Project	2	"2.1311,45.0377"
520	16709SOM	85003	24/08/2015	2015	1	Battle-Non-state actor overtakes territory	Military Forces of Somalia (2012-)		1	Al Shabaab		2	12	Somalia	Shabeellaha Hoose	Afgooye		Mayey	2.16141	45.02599	1	Local Source Project	1	"2.161411,45.025992"
520	16710SOM	85004	24/08/2015	2015	1	Non-violent transfer of territory	Military Forces of Somalia (2012-)	AMISOM: African Union Mission in Somalia (2007-) (Ethiopia)	1	Al Shabaab		2	12	Somalia	Bay	Baydhabo		Goof Guduud	3.31817	43.47315	1	Local Source Project	0	"3.31817,43.473148"
520	16714SOM	85006	24/08/2015	2015	1	Violence against civilians	Marehan-Wagardhac Sub-Clan Militia (Somalia)		4	Civilians (Somalia)	Habar Gedir-Sa'ad Sub-Clan Group (Somalia)	7	47	Somalia	Mudug	Galdogob		Galdogob	7.03917	47.22166	2	Local Source Project	1	"7.03917,47.22166"
520	16716SOM	85005	24/08/2015	2015	1	Violence against civilians	Unidentified Armed Group (Somalia)		3	Civilians (Somalia)	Government of Somaliland (1991-)	7	37	Somalia	Woqooyi Galbeed	Hargeysa		Hargeysa	9.55975	44.06678	1	Local Source Project	1	"9.55975,44.06678"
520	16717SOM	85007	24/08/2015	2015	1	Violence against civilians	Suleiman Clan Militia (Somalia)		4	Civilians (Somalia)	Suleiman Clan Group (Somalia)	7	47	Somalia	Bari	Qardho		Qodax	9.64542	49.82511	1	Local Source Project	1	"9.64542,49.82511"
520	16721SOM	85011	25/08/2015	2015	1	Battle-No change of territory	Military Forces of Somalia (2012-)		1	Al Shabaab		2	12	Somalia	Banaadir	Mogadisho		Heliwa	2.08438	45.39000	1	Local Source Project	0	"2.084381,45.39"
520	16722SOM	85013	25/08/2015	2015	1	Battle-No change of territory	Military Forces of Somalia (2012-)		1	Al Shabaab		2	12	Somalia	Shabeellaha Hoose	Afgooye		Rimaygacmeed	2.10049	45.10513	1	Local Source Project	0	"2.100492,45.105128"
520	16723SOM	85010	25/08/2015	2015	1	Battle-No change of territory	AMISOM: African Union Mission in Somalia (2007-) (Ethiopia)	Military Forces of Somalia (2012-)	8	Al Shabaab		2	28	Somalia	Bay	Diinsoor		Diinsoor	2.40735	42.97655	1	Local Source Project	0	"2.40735,42.976551"
520	16724SOM	85008	25/08/2015	2015	1	Battle-No change of territory	Military Forces of Somalia (2012-)		1	Al Shabaab		2	12	Somalia	Bay	Buur Xakaba		Buur Xakaba	2.80488	44.08205	1	Shabelle Media Network (Mogadishu)	7	"2.80488,44.08205"
520	16725SOM	85012	25/08/2015	2015	1	Battle-No change of territory	Military Forces of Somalia (2012-)		1	Al Shabaab		2	12	Somalia	Bay	Baydhabo		Goof Guduud	3.31817	43.47315	1	Local Source Project	0	"3.31817,43.473148"
520	16726SOM	85009	25/08/2015	2015	1	Battle-No change of territory	Military Forces of Somalia (2012-)		1	Al Shabaab		2	12	Somalia	Gedo	Garbahaarey		Garbahaarey	3.32800	42.21988	1	Xinhua	12	"3.328,42.219879"
520	16718SOM	85015	25/08/2015	2015	1	Violence against civilians	Al Shabaab		2	Civilians (Somalia)		7	27	Somalia	Jubbada Dhexe	Jilib		Jilib	0.48330	42.76660	1	Local Source Project	0	"0.4833,42.7666"
520	16719SOM	85014	25/08/2015	2015	1	Violence against civilians	Al Shabaab		2	Civilians (Somalia)		7	27	Somalia	Jubbada Dhexe	Buaale		Buaale	1.24477	42.57317	1	Local Source Project	0	"1.24477,42.57317"
520	16720SOM	85016	25/08/2015	2015	1	Violence against civilians	Al Shabaab		2	Civilians (Somalia)		7	27	Somalia	Jubbada Dhexe	Saakow		Saacow	1.63668	42.45190	1	Local Source Project	0	"1.63668,42.4519"
520	16733SOM	85017	26/08/2015	2015	1	Battle-Government regains territory	Military Forces of Somalia (2012-)		1	Al Shabaab		2	12	Somalia	Bakool	Waajid		Kulunjerer	3.90306	43.58750	1	Local Source Project	14	"3.903056,43.5875"
520	16730SOM	85018	26/08/2015	2015	1	Battle-No change of territory	AMISOM: African Union Mission in Somalia (2007-) (Ethiopia)	Liyu Ethnic Group (Ethiopia)	8	Al Shabaab		2	28	Somalia	Gedo	Garbahaarey		Qoond Hood	3.38137	42.61459	1	Local Source Project	0	"3.381372,42.614593"
520	16731SOM	85020	26/08/2015	2015	1	Battle-No change of territory	Military Forces of Somalia (2012-)		1	Al Shabaab		2	12	Somalia	Gedo	Garbahaarey		Karbis	3.51716	42.23408	1	Local Source Project	10	"3.51716,42.23408"
520	16736SOM	85019	26/08/2015	2015	1	Battle-No change of territory	Majeerteen-Omar Mahmud Sub-Clan Militia (Somalia)		4	Habar Gedir-Sa'ad Sub-Clan Militia (Somalia)		4	44	Somalia	Galguduud	Cabudwaaq		Laandheere	6.24688	46.24333	1	Local Source Project	2	"6.246883,46.243331"
520	16737SOM	85021	26/08/2015	2015	1	Battle-No change of territory	Habar Yoonis-Muse Turwa Sub-Clan Militia (Somalia)		4	Habar Yoonis-Muse Turwa Sub-Clan Militia (Somalia)		4	44	Somalia	Sanaag	Ceerigaabo		Doonyaha	10.56955	47.10258	1	Local Source Project	0	"10.56955,47.10258"
520	16734SOM	85022	26/08/2015	2015	1	Battle-Non-state actor overtakes territory	Military Forces of Somalia (2012-)		1	Al Shabaab		2	12	Somalia	Bakool	Waajid		Kulunjerer	3.90306	43.58750	1	Local Source Project	7	"3.903056,43.5875"
520	16728SOM	85023	26/08/2015	2015	1	Non-violent transfer of territory	Military Forces of Somalia (2012-)	AMISOM: African Union Mission in Somalia (2007-) (Ethiopia)	1	Al Shabaab		2	12	Somalia	Bay	Baydhabo		Xabaalo Barbar	2.74207	43.15781	1	Local Source Project	0	"2.74207,43.15781"
520	16727SOM	85026	26/08/2015	2015	1	Violence against civilians	Civilians (Somalia)	Military Forces of Somalia (2012-)	7	Unidentified Armed Group (Somalia)		3	37	Somalia	Banaadir	Mogadisho		Hawl Wadaag	2.04803	45.32000	1	Local Source Project	1	"2.048031,45.32"
520	16729SOM	85024	26/08/2015	2015	1	Violence against civilians	Military Forces of Somalia (2012-)		1	Civilians (Somalia)		7	17	Somalia	Bay	Baydhabo		Xabaalo Barbar	2.74207	43.15781	1	Local Source Project	0	"2.74207,43.15781"
520	16732SOM	85027	26/08/2015	2015	1	Violence against civilians	Unidentified Clan Militia (Somalia)		4	Civilians (Somalia)	Unidentified Clan Group (Somalia)	7	47	Somalia	Shabeellaha Dhexe	Jowhar		Lebiga	3.55890	46.74060	1	Local Source Project	1	"3.5589,46.7406"
520	16735SOM	85025	26/08/2015	2015	1	Violence against civilians	Unidentified Armed Group (Somalia)		3	Civilians (Somalia)		7	37	Somalia	Hiiraan	Belet Weyne		Belet Weyne	4.75000	45.20000	1	Local Source Project	1	"4.75,45.2"
520	16738SOM	85028	27/08/2015	2015	1	Battle-No change of territory	Military Forces of Somalia (2012-)	AMISOM: African Union Mission in Somalia (2007-) (Ethiopia)	1	Al Shabaab		2	12	Somalia	Bay	Diinsoor		Diinsoor	2.48652	42.57254	1	Local Source Project	0	"2.48652,42.57254"
520	16739SOM	85030	27/08/2015	2015	1	Battle-No change of territory	Military Forces of Somalia (2012-)		1	Military Forces of Somalia (2012-)		1	11	Somalia	Bay	Baydhabo		Daynuunay	3.03985	43.79688	1	Local Source Project	0	"3.03985,43.796879"
520	16741SOM	85029	27/08/2015	2015	1	Battle-No change of territory	Unidentified Clan Militia (Somalia)		4	Unidentified Clan Militia (Somalia)		4	44	Somalia	Galguduud	Ceel Buur		Ceel Buur	4.68153	46.62342	2	Shabelle Media Network (Mogadishu)	1	"4.68153,46.62342"
520	16740SOM	85031	27/08/2015	2015	1	Violence against civilians	AMISOM: African Union Mission in Somalia (2007-) (Ethiopia)	Liyu Ethnic Group (Ethiopia)	8	Civilians (Somalia)		7	78	Somalia	Gedo	Garbahaarey		Qoond Hood	3.38137	42.61459	1	Local Source Project	4	"3.381372,42.614593"
520	16742SOM	85033	28/08/2015	2015	1	Battle-No change of territory	Military Forces of Jubaland (2013-)		1	Al Shabaab		2	12	Somalia	Jubbada Hoose	Kismayo		Yoontoy Yarey	-0.13020	42.57433	1	Local Source Project	0	"-0.1302,42.57433"
520	16743SOM	85032	28/08/2015	2015	1	Battle-No change of territory	AMISOM: African Union Mission in Somalia (2007-)		8	Unidentified Armed Group (Somalia)		3	38	Somalia	Jubbada Hoose	Afmadow		Janaale	-0.01280	42.40320	1	Local Source Project	0	"-0.0128,42.4032"
520	16744SOM	85034	28/08/2015	2015	1	Battle-No change of territory	Military Forces of Somalia (2012-)		1	Al Shabaab		2	12	Somalia	Banaadir	Mogadisho		Heliwa	2.08438	45.39000	1	Radio Andalus	10	"2.084381,45.39"
520	16745SOM	85035	28/08/2015	2015	1	Battle-No change of territory	Military Forces of Somalia (2012-)	AMISOM: African Union Mission in Somalia (2007-) (Ethiopia)	1	Al Shabaab		2	12	Somalia	Bay	Baydhabo		Xabaalo Barbar	2.74207	43.15781	1	Local Source Project	15	"2.74207,43.15781"
520	16746SOM	85037	28/08/2015	2015	1	Battle-No change of territory	Military Forces of Somalia (2012-)		1	Al Shabaab		2	12	Somalia	Bay	Buur Xakaba		Bur-Heybe	2.99257	44.30732	1	Local Source Project	1	"2.99257,44.30732"
520	16747SOM	85036	28/08/2015	2015	1	Battle-No change of territory	Dhulbahante-Baharsame Sub-Clan Militia (Somalia)		4	Majeerteen-Omar Mahmud Sub-Clan Militia (Somalia)		4	44	Somalia	Sool	Lascaanod		Qoriley	8.00139	47.56722	1	Local Source Project	1	"8.00139,47.56722"
520	16748SOM	85038	28/08/2015	2015	1	Violence against civilians	Liyu Ethnic Militia (Ethiopia)		4	Civilians (Somalia)		7	47	Somalia	Woqooyi Galbeed	Hargeysa		Baligubadle	9.00000	44.00028	1	Local Source Project	1	"9,44.00028"
520	16749SOM	85039	29/08/2015	2015	1	Battle-No change of territory	AMISOM: African Union Mission in Somalia (2007-)		8	Unidentified Armed Group (Somalia)		3	38	Somalia	Shabeellaha Hoose	Marka		Marka	1.71305	44.76388	1	Local Source Project	0	"1.71305,44.76388"
520	16753SOM	85040	29/08/2015	2015	1	Battle-Non-state actor overtakes territory	AMISOM: African Union Mission in Somalia (2007-) (Ethiopia)		8	Al Shabaab		2	28	Somalia	Bay	Baydhabo		Xabaalo Barbar	2.74207	43.15781	1	Somali Memo	0	"2.74207,43.15781"
520	16750SOM	85041	29/08/2015	2015	1	Non-violent transfer of territory	AMISOM: African Union Mission in Somalia (2007-) (Ethiopia)	Military Forces of Somalia (2012-)	8	Al Shabaab		2	28	Somalia	Bay	Diinsoor		Rama Caddey	1.99769	42.80069	1	Local Source Project	0	"1.99769,42.80069"
520	16752SOM	85042	29/08/2015	2015	1	Non-violent transfer of territory	AMISOM: African Union Mission in Somalia (2007-) (Ethiopia)	Military Forces of Somalia (2012-)	8	Al Shabaab		2	28	Somalia	Bay	Diinsoor		Safarnoolay	2.60932	43.17174	1	Local Source Project	0	"2.60932,43.17174"
520	16751SOM	85045	29/08/2015	2015	1	Violence against civilians	Unidentified Armed Group (Somalia)		3	Civilians (Somalia)	Government of Somalia (2012-)	7	37	Somalia	Banaadir	Mogadisho		Hamar Jabjab	2.02639	45.33111	1	Local Source Project	1	"2.026389,45.331111"
520	16754SOM	85044	29/08/2015	2015	1	Violence against civilians	Unidentified Armed Group (Somalia)		3	Civilians (Somalia)		7	37	Somalia	Mudug	Gaalkacyo		Gaalkacyo	6.76924	47.43061	1	Local Source Project	1	"6.76924,47.430611"
520	16755SOM	85043	29/08/2015	2015	1	Violence against civilians	Al Shabaab		2	Civilians (Somalia)		7	27	Somalia	Nugaal	Garowe		Garowe	8.40635	48.48188	1	Local Source Project	0	"8.40635,48.48188"
520	16756SOM	85049	30/08/2015	2015	1	Battle-No change of territory	Police Forces of Somalia (2012-)		1	Unidentified Armed Group (Somalia)		3	13	Somalia	Banaadir	Mogadisho		Hawl Wadaag	2.04803	45.32000	1	Local Source Project	0	"2.048031,45.32"
